date,country,course,off_time,race_name,race_type,race_class,distance,distance_furlongs,going,surface,number_of_runners,card_number,position,draw,horse_id,horse,age,sex,weight_carried_lbs,sp_dec,jockey,trainer,prize,official_rating,sire,dam,damsire
2023-06-21,GB,Ripon,19:40,Ripon Summer Season Ticket Just £80 Handicap,Flat,Class 4,1m4f,12f,Good,Turf,7,4,5.0,6,4634801,Auld Toon Loon (IRE),4,G,133,9.0,Ben Robinson,David OMeara,362.4,80.0,Belardo (IRE),Snowtime (IRE),Galileo
2023-06-21,GB,Ripon,19:40,Ripon Summer Season Ticket Just £80 Handicap,Flat,Class 4,1m4f,12f,Good,Turf,7,2,6.0,3,3558268,Zimmerman (GB),4,G,134,4.0,David Allan,Tim Easterby,181.2,81.0,Poets Voice (GB),Cresta Gold (GB),Halling
2023-06-21,GB,Ripon,19:40,Ripon Summer Season Ticket Just £80 Handicap,Flat,Class 4,1m4f,12f,Good,Turf,7,7,,5,3741036,Arrange (IRE),5,M,130,7.5,David Nolan,Martin Todhunter,,77.0,Mastercraftsman (IRE),Watsdaplan (IRE),Verglas
2023-06-21,GB,Ripon,19:10,Wells Memorial Challenge Trophy Handicap,Flat,Class 4,6f,6f,Good,Turf,8,1,1.0,2,4336799,Mutaany (GB),3,G,135,4.0,Dane ONeill,Charles Hills,6184.8,85.0,Invincible Spirit (IRE),Madany (IRE),Acclamation
2023-06-21,GB,Ripon,19:10,Wells Memorial Challenge Trophy Handicap,Flat,Class 4,6f,6f,Good,Turf,8,5,2.0,7,4350766,Rock Of England (IRE),3,G,130,4.33,Ben Curtis,Edward Bethell,2900.4,80.0,Unfortunately (IRE),Miss Fay (IRE),Sayif
2023-06-21,GB,Ripon,19:10,Wells Memorial Challenge Trophy Handicap,Flat,Class 4,6f,6f,Good,Turf,8,2,3.0,1,4502654,Another Baar (GB),3,G,129,4.0,Connor Planas,Adrian Paul Keatley,1450.8,84.0,Mayson (GB),Rapid Recruit (IRE),Fast Company
2023-06-21,GB,Ripon,19:10,Wells Memorial Challenge Trophy Handicap,Flat,Class 4,6f,6f,Good,Turf,8,10,4.0,3,4219799,Lily In The Jungle (IRE),3,F,116,29.0,Andrew Breslin,Philip Kirby,724.8,69.0,Bungle Inthejungle (GB),Zuzinia (IRE),Mujadil
2023-06-21,GB,Ripon,19:10,Wells Memorial Challenge Trophy Handicap,Flat,Class 4,6f,6f,Good,Turf,8,3,5.0,4,4395014,Wen Moon (IRE),3,G,133,13.0,Graham Lee,Ben Haslam,362.4,83.0,Mehmas (IRE),Luminous Gold (GB),Fantastic Light
2023-06-21,GB,Ripon,19:10,Wells Memorial Challenge Trophy Handicap,Flat,Class 4,6f,6f,Good,Turf,8,9,6.0,8,4438490,Wreck It Ryley (IRE),3,G,120,10.0,Franny Norton,Grant Tuer,181.2,70.0,Gutaifan (IRE),Bucks Frizz (IRE),Havana Gold
2023-06-21,GB,Ripon,19:10,Wells Memorial Challenge Trophy Handicap,Flat,Class 4,6f,6f,Good,Turf,8,8,7.0,6,4273971,Brother Sebastian (IRE),3,G,115,26.0,Kieran Schofield,Tim Easterby,,70.0,Kodiac (GB),Tooraweenah (GB),Notnowcato
2023-06-21,GB,Ripon,19:10,Wells Memorial Challenge Trophy Handicap,Flat,Class 4,6f,6f,Good,Turf,8,7,8.0,5,4363052,Hoof It Hoof It (IRE),3,F,123,34.0,David Allan,Tim Easterby,,73.0,Prince Of Lir (IRE),So Devoted (IRE),Holy Roman Emperor
2023-06-21,GB,Ripon,20:40,Were Back For Ladies Day Tomorrow Handicap,Flat,Class 6,5f,5f,Good,Turf,10,6,1.0,11,2708948,Ecclesiastical (GB),6,G,131,5.0,David Nolan,Tristan Davidson,3663.8,51.0,Pastoral Pursuits (GB),Bazzana (GB),Zebedee
2023-06-21,GB,Ripon,20:40,Were Back For Ladies Day Tomorrow Handicap,Flat,Class 6,5f,5f,Good,Turf,10,8,2.0,6,3612354,Golden Prosperity (IRE),4,G,121,17.0,Kieran Schofield,Tony Coyle,1719.2,46.0,Galileo Gold (GB),April (IRE),Rock Of Gibraltar
2023-06-21,GB,Ripon,20:40,Were Back For Ladies Day Tomorrow Handicap,Flat,Class 6,5f,5f,Good,Turf,10,3,3.0,2,3528374,Canaria Prince (GB),5,G,134,4.33,David Allan,Tim Easterby,858.9,54.0,Alhebayeb (IRE),Gran Canaria Queen (GB),Compton Place
2023-06-21,GB,Ripon,20:40,Were Back For Ladies Day Tomorrow Handicap,Flat,Class 6,5f,5f,Good,Turf,10,4,4.0,1,3092677,Hot Scoop (GB),5,G,130,8.0,Laura Pearson,Sam England,429.8,53.0,Hot Streak (IRE),News Desk (GB),Cape Cross
2023-06-21,GB,Ripon,20:40,Were Back For Ladies Day Tomorrow Handicap,Flat,Class 6,5f,5f,Good,Turf,10,1,5.0,4,3600657,Golden Gal (IRE),4,F,134,6.5,Harry Russell,Ollie Pears,214.2,57.0,Galileo Gold (GB),Dubai Princess (IRE),Dubai Destination
2023-06-21,GB,Ripon,20:40,Were Back For Ladies Day Tomorrow Handicap,Flat,Class 6,5f,5f,Good,Turf,10,9,6.0,10,2027500,Hard Solution (GB),7,G,121,6.5,Connor Planas,Ruth Carr,,46.0,Showcasing (GB),Copy-Cat (GB),Lion Cavern
2023-06-21,GB,Ripon,20:40,Were Back For Ladies Day Tomorrow Handicap,Flat,Class 6,5f,5f,Good,Turf,10,2,7.0,7,1954882,James Watt (IRE),7,G,137,9.0,Graham Lee,Paul Midgley,,57.0,Morpheus (GB),Tomintoul Singer (IRE),Johannesburg
2023-06-21,GB,Ripon,20:40,Were Back For Ladies Day Tomorrow Handicap,Flat,Class 6,5f,5f,Good,Turf,10,7,8.0,8,4350765,Cheyenne Nation (IRE),3,G,129,12.0,Ben Curtis,Michael Dods,,55.0,Bungle Inthejungle (GB),Fol OYasmine (GB),Dubawi
2023-06-21,GB,Ripon,20:40,Were Back For Ladies Day Tomorrow Handicap,Flat,Class 6,5f,5f,Good,Turf,10,11,9.0,9,4440423,Northern Chancer (GB),3,G,120,34.0,Thore Hammer Hansen,Philip Kirby,,46.0,Brazen Beau (AUS),Marmot Bay (IRE),Kodiac
2023-06-21,GB,Ripon,20:40,Were Back For Ladies Day Tomorrow Handicap,Flat,Class 6,5f,5f,Good,Turf,10,5,,5,3569332,Primo (GB),4,G,132,23.0,Callum Shepherd,Roger Fell & Sean Murray,,52.0,Acclamation (GB),Border Bloom (GB),Selkirk
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,15,1.0,7,4601461,Waipiro (IRE),3,C,128,8.0,Tom Marquand,Ed Walker,85065.0,107.0,Australia (GB),London Plane (IRE),Danehill Dancer
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,10,2.0,11,4570891,Exoplanet (FR),3,C,128,13.0,David Egan,Roger Varian,32250.0,100.0,Sea The Stars (IRE),Gumriyah (GB),Shamardal
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,3,3.0,12,4455650,Bold Act (IRE),3,G,128,10.0,William Buick,Charlie Appleby,16140.0,107.0,New Approach (IRE),Dancing Sands (IRE),Dubawi
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,14,4.0,9,4648374,Torito (GB),3,C,128,5.0,Benoit De La Sayette,John & Thady Gosden,8040.0,105.0,Kingman (GB),Montare (IRE),Montjeu
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,5,5.0,6,4248039,Canberra Legend (IRE),3,C,128,26.0,Daniel Muscutt,James Ferguson,4035.0,103.0,Australia (GB),Rocana (GB),Fastnet Rock
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,16,6.0,10,4425847,Caernarfon (GB),3,F,125,9.5,Connor Beasley,Jack Channon,2025.0,112.0,Cityscape (GB),Royal Ffanci (GB),Royal Applause
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,2,7.0,5,4002038,Drumroll (IRE),3,C,132,5.0,Ryan Moore,A P OBrien,,104.0,Deep Impact (JPN),Maybe (IRE),Galileo
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,7,8.0,13,4395035,Dancing Magic (IRE),3,C,128,41.0,Jim Crowley,Roger Teal,,104.0,Camelot (GB),Poisson DOr (GB),Cape Cross
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,12,9.0,16,4400638,Oviedo (IRE),3,C,128,21.0,Callum Rodriguez,Edward Bethell,,100.0,Lope De Vega (IRE),Gallitea (IRE),Galileo
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,4,10.0,8,4611212,Bolster (GB),3,C,128,29.0,James Doyle,Simon & Ed Crisford,,,Invincible Spirit (IRE),Quilting (USA),Kings Best
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,11,11.0,14,4379549,Killybegs Warrior (IRE),3,C,128,51.0,Richard Kingscote,Charlie Johnston,,100.0,Saxon Warrior (JPN),Alltherightmoves (IRE),Namid
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,6,12.0,15,4369761,Captain Winters (GB),3,C,128,29.0,Neil Callan,Kevin Ryan,,104.0,Lope De Vega (IRE),Reem Three (GB),Mark Of Esteem
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,9,13.0,1,4429422,Epictetus (IRE),3,C,128,7.5,Frankie Dettori,John & Thady Gosden,,109.0,Kingman (GB),Thistle Bird (GB),Selkirk
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,13,14.0,2,4599598,Tony Montana (GB),3,C,128,34.0,Kevin Stott,John & Thady Gosden,,,Kingman (GB),Mischief Making (USA),Lemon Drop Kid
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,1,15.0,3,4249814,Brave Emperor (IRE),3,G,132,41.0,Luke Morris,Archie Watson,,106.0,Sioux Nation (USA),Roman Gal (IRE),Holy Roman Emperor
2023-06-22,GB,Ascot,17:35,Hampton Court Stakes,Flat,Class 1,1m2f,10f,Good To Firm,Turf,16,8,16.0,4,4330670,Dear My Friend (GB),3,C,128,29.0,Andrea Atzeni,Charlie Johnston,,103.0,Pivotal (GB),Dusty Red (GB),Teofilo
2023-06-22,GB,Ascot,14:30,Norfolk Stakes,Flat,Class 1,5f,5f,Good To Firm,Turf,14,16,1.0,5,5034907,Valiant Force (USA),2,C,129,151.0,Rossa Ryan,Adrian Murray,62381.0,,Malibu Moon (USA),Viguis Heart (USA),Quality Road
2023-06-22,GB,Ascot,14:30,Norfolk Stakes,Flat,Class 1,5f,5f,Good To Firm,Turf,14,7,2.0,6,5073354,Malc (GB),2,C,129,67.0,Oisin Orr,Richard Fahey,23650.0,,Calyx (GB),Bereka (GB),Firebreak
2023-06-22,GB,Ascot,14:30,Norfolk Stakes,Flat,Class 1,5f,5f,Good To Firm,Turf,14,4,3.0,4,5021305,Elite Status (GB),2,C,129,2.75,Clifford Lee,K R Burke,11836.0,,Havana Grey (GB),Dotted Swiss (IRE),Swiss Spirit
2023-06-22,GB,Ascot,14:30,Norfolk Stakes,Flat,Class 1,5f,5f,Good To Firm,Turf,14,6,4.0,16,4992664,His Majesty (IRE),2,C,129,6.5,Ryan Moore,A P OBrien,5896.0,,No Nay Never (USA),Czabo (GB),Sixties Icon
2023-06-22,GB,Ascot,14:30,Norfolk Stakes,Flat,Class 1,5f,5f,Good To Firm,Turf,14,14,5.0,8,5079050,Thunder Blue (GB),2,C,129,21.0,Kevin Stott,Dominic Ffrench Davis,2959.0,,Blue Point (IRE),Kodyanna (IRE),Kodiac
2023-06-22,GB,Ascot,14:30,Norfolk Stakes,Flat,Class 1,5f,5f,Good To Firm,Turf,14,3,6.0,7,5045976,Turin Starspangled (GB),2,C,129,15.0,Gavin Ryan,Donnacha Aidan OBrien,1485.0,,Starspangledbanner (AUS),Federation (GB),Motivator
2023-06-22,GB,Ascot,14:30,Norfolk Stakes,Flat,Class 1,5f,5f,Good To Firm,Turf,14,11,7.0,2,5085221,Reveiller (IRE),2,C,129,34.0,Hollie Doyle,Archie Watson,,,Soldiers Call (GB),Elshabakiya (IRE),Diktat
2023-06-22,GB,Ascot,14:30,Norfolk Stakes,Flat,Class 1,5f,5f,Good To Firm,Turf,14,8,8.0,9,5063782,Mon Na Slieve (IRE),2,C,129,26.0,Tom Eaves,Kevin Ryan,,,Exceed And Excel (AUS),Victory Wave (USA),Distorted Humor
2023-06-22,GB,Ascot,14:30,Norfolk Stakes,Flat,Class 1,5f,5f,Good To Firm,Turf,14,10,9.0,15,5063650,No Nay Mets (IRE),2,C,129,7.5,Frankie Dettori,George Weaver,,,No Nay Never (USA),Etoile (USA),War Front
2023-06-22,GB,Ascot,14:30,Norfolk Stakes,Flat,Class 1,5f,5f,Good To Firm,Turf,14,13,10.0,13,4967778,The Fixer (IRE),2,C,129,23.0,Mickael Barzalona,F-H Graffard,,,No Nay Never (USA),Fixette (IRE),Kodiac
2023-06-22,GB,Ascot,14:30,Norfolk Stakes,Flat,Class 1,5f,5f,Good To Firm,Turf,14,15,11.0,14,5079058,Toca Madera (IRE),2,G,129,67.0,Sean Levey,Brian Meehan,,,Bated Breath (GB),Hala Hala (IRE),Invincible Spirit
2023-06-22,GB,Ascot,14:30,Norfolk Stakes,Flat,Class 1,5f,5f,Good To Firm,Turf,14,12,12.0,12,4924440,Shayekh (IRE),2,C,129,201.0,Kieran ONeill,Alice Haynes,,,Kodiac (GB),Chicadoro (GB),Paco Boy
2023-06-22,GB,Ascot,14:30,Norfolk Stakes,Flat,Class 1,5f,5f,Good To Firm,Turf,14,1,13.0,1,5029012,American Rascal (USA),2,C,129,5.0,Joel Rosario,Wesley A Ward,,,Curlin (USA),Lady Aurelia (USA),Scat Daddy
2023-06-22,GB,Ascot,14:30,Norfolk Stakes,Flat,Class 1,5f,5f,Good To Firm,Turf,14,9,14.0,11,4992665,Noche Magica (IRE),2,C,129,9.5,W J Lee,P Twomey,,,Night Of Thunder (IRE),Pious Alexander (IRE),Acclamation
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,9,1.0,18,4481322,Docklands (GB),3,C,128,7.0,Hayley Turner,Harry Eustace,61848.0,94.0,Massaat (IRE),Icky Woo (GB),Mark Of Esteem
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,8,2.0,3,4336821,New Endeavour (IRE),3,G,129,23.0,David Egan,Roger Varian,29004.0,95.0,New Bay (GB),Moody Blue (IRE),Invincible Spirit
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,26,3.0,9,4303525,Urban Sprawl (GB),3,C,124,51.0,Andrea Atzeni,Charlie Johnston,14508.0,90.0,Iffraaj (GB),City Glam (ARG),Grand Reward
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,22,4.0,11,4373434,Thunder Ball (GB),3,G,121,67.0,Billy Loughnane,Paul & Oliver Cole,7248.0,90.0,Night Of Thunder (IRE),Seradim (GB),Elnadim
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,23,5.0,4,4942563,Hakka Radiance (GB),3,C,124,67.0,Oisin Murphy,George Boughey,3624.0,90.0,Massaat (IRE),Kalia Asha (IRE),Dark Angel
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,27,6.0,2,4672824,Eighteen Carat (IRE),3,C,123,21.0,Tom Marquand,Hughie Morrison,1812.0,89.0,Gleneagles (IRE),Kikonga (GB),Danehill Dancer
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,16,7.0,20,4350757,The Storm (IRE),3,G,126,13.0,Hollie Doyle,Dominic Ffrench Davis,,92.0,National Defense (GB),Thanks (IRE),Kheleyf
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,12,8.0,10,4522997,Blessed Nation (FR),3,C,127,17.0,Stephane Pasquier,F Chappet,,93.0,Toronado (IRE),Mlayhah (FR),Le Havre
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,10,9.0,17,4275940,Ramazan (IRE),3,G,128,26.0,Oisin Orr,Richard Fahey,,94.0,Kodiac (GB),Hanalei Memories (USA),Hard Spun
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,20,10.0,8,4493041,Physique (IRE),3,G,118,41.0,Mohammed Tabti,Paul & Oliver Cole,,91.0,Kingman (GB),Shapes (IRE),So You Think
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,21,11.0,5,4248040,Good Karma (GB),3,G,125,34.0,Daniel Muscutt,James Ferguson,,91.0,Dark Angel (IRE),Prontamente (GB),More Than Ready
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,18,12.0,30,4436511,Saxon King (GB),3,C,126,13.0,Kieran Shoemark,Charles Hills,,92.0,Zoustar (AUS),Brevity (USA),Street Cry
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,19,13.0,6,4395030,Summit Impact (IRE),3,C,125,7.5,Frankie Dettori,Ralph Beckett,,91.0,Invincible Spirit (IRE),Marie Celeste (IRE),Galileo
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,24,14.0,29,4175410,Metal Merchant (IRE),3,C,124,51.0,Rossa Ryan,Jack Channon,,90.0,Make Believe (GB),Whipped (IRE),Whipper
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,15,15.0,1,4409410,Betterdaysrcoming (IRE),3,G,126,34.0,W J Lee,A Oliver,,92.0,Muhaarar (GB),Uleavemebreathless (GB),Tiger Hill
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,30,16.0,23,4459187,Mustajaab (GB),3,C,123,34.0,Lewis Edmunds,William Muir & Chris Grassick,,89.0,Tasleet (GB),Likeable (GB),Dalakhani
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,3,17.0,26,4245951,Panic Alarm (IRE),3,G,133,21.0,Ronan Whelan,Mrs John Harrington,,99.0,Kuroshio (AUS),Thraya Queen (GB),Shamardal
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,13,18.0,19,4175291,Dark Thirty (IRE),3,C,126,51.0,Sean Levey,Richard Hannon,,92.0,Starspangledbanner (AUS),Beach Wedding (IRE),Footstepsinthesand
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,5,19.0,21,4431795,Starnberg (IRE),3,G,126,41.0,Alec Voikhansky,Richard Hannon,,97.0,Clodovil (IRE),Taaluf (IRE),Nayef
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,14,20.0,12,4601327,Carracci (USA),3,C,126,29.0,Ryan Moore,A P OBrien,,92.0,Quality Road (USA),Butterflies (IRE),Galileo
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,29,21.0,33,4601328,Fort Vega (FR),3,C,123,15.0,Robbie Colgan,Ms Sheila Lavery,,89.0,Lope De Vega (IRE),Prudente (FR),Dansili
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,28,22.0,7,4642687,Naxos (GB),3,G,124,21.0,Daniel Tudhope,George Boughey,,90.0,Saxon Warrior (JPN),Ecureuil (IRE),Lope De Vega
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,25,23.0,13,4735717,Just An Hour (IRE),3,C,124,26.0,Dylan Browne McMonagle,Joseph Patrick OBrien,,90.0,Justify (USA),Hourglass (IRE),Galileo
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,4,24.0,31,4465606,Highbank (IRE),3,G,132,23.0,James Doyle,Charlie Appleby,,98.0,Kingman (GB),Bristol Bay (IRE),Montjeu
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,1,25.0,28,4307311,Finns Charm (GB),3,C,135,23.0,Joe Fanning,Charlie Johnston,,101.0,Kingman (GB),Annabelles Charm (IRE),Indian Ridge
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,6,26.0,22,4488805,Racingbreaks Ryder (IRE),3,C,131,10.0,James McDonald,Charles Hills,,97.0,Fast Company (IRE),Nisma (IRE),Montjeu
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,17,27.0,15,4274009,Forca Timao (IRE),3,C,126,81.0,Kevin Stott,Richard Hannon,,92.0,Kessaar (IRE),Belle Diva (IRE),Dark Angel
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,7,28.0,27,4336824,Benacre (IRE),3,C,130,34.0,Jamie Spencer,Charlie Johnston,,96.0,Australia (GB),Sent From Heaven (IRE),Footstepsinthesand
2023-06-22,GB,Ascot,17:00,Britannia Stakes (Heritage Handicap) (Colts & Geldings),Flat,Class 2,1m,8f,Good To Firm,Turf,29,2,29.0,32,4310823,One Nation (GB),3,G,134,29.0,William Buick,Charlie Appleby,,100.0,Dubawi (IRE),Laceys Lane (GB),Street Cry
2023-06-22,GB,Ascot,16:20,Gold Cup (British Champions Series),Flat,Class 1,2m4f,20f,Good To Firm,Turf,12,11,1.0,9,4575809,Courage Mon Ami (GB),4,G,129,8.5,Frankie Dettori,John & Thady Gosden,340260.0,106.0,Frankel (GB),Crimson Ribbon (USA),Lemon Drop Kid
2023-06-22,GB,Ascot,16:20,Gold Cup (British Champions Series),Flat,Class 1,2m4f,20f,Good To Firm,Turf,12,3,2.0,12,3101924,Coltrane (IRE),6,G,130,3.75,Oisin Murphy,Andrew Balding,129000.0,117.0,Mastercraftsman (IRE),Promise Me (IRE),Montjeu
2023-06-22,GB,Ascot,16:20,Gold Cup (British Champions Series),Flat,Class 1,2m4f,20f,Good To Firm,Turf,12,6,3.0,11,2697445,Subjectivist (GB),6,H,130,5.5,Joe Fanning,Charlie Johnston,64560.0,117.0,Teofilo (IRE),Reckoning (IRE),Danehill Dancer
2023-06-22,GB,Ascot,16:20,Gold Cup (British Champions Series),Flat,Class 1,2m4f,20f,Good To Firm,Turf,12,14,4.0,3,3662466,Emily Dickinson (IRE),4,F,126,12.0,Ryan Moore,A P OBrien,32160.0,111.0,Dubawi (IRE),Chicquita (IRE),Montjeu
2023-06-22,GB,Ascot,16:20,Gold Cup (British Champions Series),Flat,Class 1,2m4f,20f,Good To Firm,Turf,12,5,5.0,4,2025049,Nate The Great (GB),7,G,130,51.0,Harry Davies,Andrew Balding,16140.0,106.0,Nathaniel (IRE),Theladyinquestion (GB),Dubawi
2023-06-22,GB,Ascot,16:20,Gold Cup (British Champions Series),Flat,Class 1,2m4f,20f,Good To Firm,Turf,12,10,6.0,6,3098686,Yibir (GB),5,G,130,9.0,William Buick,Charlie Appleby,8100.0,117.0,Dubawi (IRE),Rumh (GER),Monsun
2023-06-22,GB,Ascot,16:20,Gold Cup (British Champions Series),Flat,Class 1,2m4f,20f,Good To Firm,Turf,12,12,7.0,10,3841737,Eldar Eldarov (GB),4,C,129,7.0,David Egan,Roger Varian,,118.0,Dubawi (IRE),All At Sea (GB),Sea The Stars
2023-06-22,GB,Ascot,16:20,Gold Cup (British Champions Series),Flat,Class 1,2m4f,20f,Good To Firm,Turf,12,13,8.0,7,2309717,Echoes In Rain (FR),7,M,127,11.0,Tom Marquand,W P Mullins,,102.0,Authorized (IRE),Amarantine (FR),Kings Best
2023-06-22,GB,Ascot,16:20,Gold Cup (British Champions Series),Flat,Class 1,2m4f,20f,Good To Firm,Turf,12,4,9.0,2,3098355,Lone Eagle (IRE),5,H,130,23.0,Rossa Ryan,Ralph Beckett,,109.0,Galileo (IRE),Modernstone (GB),Duke Of Marmalade
2023-06-22,GB,Ascot,16:20,Gold Cup (British Champions Series),Flat,Class 1,2m4f,20f,Good To Firm,Turf,12,2,10.0,14,1749010,Broome (IRE),7,H,130,13.0,Wayne Lordan,A P OBrien,,118.0,Australia (GB),Sweepstake (IRE),Acclamation
2023-06-22,GB,Ascot,16:20,Gold Cup (British Champions Series),Flat,Class 1,2m4f,20f,Good To Firm,Turf,12,1,11.0,13,2868174,Big Call (USA),6,G,130,41.0,Stephane Pasquier,C Ferland,,110.0,Animal Kingdom (USA),Prettypriceygirl (USA),Scat Daddy
2023-06-22,GB,Ascot,16:20,Gold Cup (British Champions Series),Flat,Class 1,2m4f,20f,Good To Firm,Turf,12,9,12.0,5,3004020,Wise Eagle (IRE),6,G,130,29.0,Daniel Tudhope,Adam Nicol,,107.0,Free Eagle (IRE),Best Be Careful (IRE),Exceed And Excel
2023-06-22,GB,Ascot,18:10,Buckingham Palace Stakes (Handicap),Flat,Class 2,7f,7f,Good To Firm,Turf,29,2,1.0,24,3816935,Witch Hunter (FR),4,G,136,51.0,Jamie Spencer,Richard Hannon,51540.0,103.0,Siyouni (FR),Sorciere (IRE),Orpen
